,data,text,stats,links,sentiment
10,https://twitter.com/JoeKiusya1/status/1583758118671896576#m,#Ad   Leo tuko hapa Kyumvi Njoo tukutane na tushinde Mamilioni ya pesa Kwa hisani ya SHIKISHA FORM NA SENATOR Ushinde.  #PaidPartnershipWithEABL #ShikishaFormNaSenator,"Oct 22, 2022 · 9:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
11,https://twitter.com/JoeKiusya1/status/1583313293573513218#m,"#Ad #PaidPartnershipWithEABL  Ma itals wanaendelea Kushinda Mamilioni home upgrade, airtime na shopping Voucher na kesho Saturday tuko maeneo ya Kyumbi junction jitokeze juu SHIKISHA FORM NA SENATOR Iko area  Tukona mengi sana tutakua tunakupa usipitwe #shikishaformnasenator","Oct 21, 2022 · 4:24 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 1, 'likes': 1}",Neutral
12,https://twitter.com/Shaniqwa_karis/status/1582379610200633345#m,#Ad Kama nimimi nalipa bill ya Keg usijibambe kunishinda priss😂😂🤣🤣  #Paidpartnershipwitheabl #Shikishaformnasenator,"Oct 18, 2022 · 2:34 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
13,https://twitter.com/Shaniqwa_karis/status/1580906953118973954#m,#Ad Ndio kuingia kwa debe😂😂😂🍻🍻 may the best man win with #Shikishaformnasenator #Paidpartnershipwitheabl,"Oct 14, 2022 · 1:02 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
14,https://twitter.com/Shaniqwa_karis/status/1580103130045616128#m,#Ad From Black Magic 🪄✨ to Regular Magic 🪄✨🪄😊😊😊😊🍻🍻🍻 #Shikishaformnasenator #Paidpartnershipwitheabl,"Oct 12, 2022 · 7:48 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
15,https://twitter.com/JoeKiusya1/status/1579833766394359808#m,"#Ad #PaidPartnershipWithEabl  Utamaduni Holiday imeisha Sasa Ni Utamaduni wetu wa kushinda Pesa Kwa hisani ya SHIKISHA FORM NA SENATOR Ushinde unaendelea.. Mugs 2 za 500ml unajishindia 2M,Home Upgrade,airtime na shopping Voucher  #ShikishaFormNaSenator  Not for sell to Under 18yr","Oct 11, 2022 · 1:58 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
16,https://twitter.com/hiranmugaisi/status/1578651716471631872#m,"#Ad Habari njema, shindano la Shikisha Form na Senator Ushinde bado linaendelea hadi November. Buy 2 mugs of 500ml and get a scratch card. Send the code to 22110 and be the winner of ksh 2M,Homemakeover , airtime and shopping. #shikishaformnasenator #paidpatnershipwithEABL","Oct 8, 2022 · 7:41 AM UTC","{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 3}",Positive
17,https://twitter.com/JoeKiusya1/status/1577999357269446656#m,"#Ad #PaidPartnershipWithEabl  Leo Mimi ndio niko Kwenye pump ya Ma-Jugla Njoo ukamate yako Ushinde 2m, Shopping Voucher, Airtime na Home Upgrade.  #ShikishaFormNaSenator Not for sell to person under 18 years.","Oct 6, 2022 · 12:28 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}",Neutral
18,https://twitter.com/JoeKiusya1/status/1576934071896518657#m,#Ad   Mafans wa Man U msishindwe na mpira na bado mshindwe ku-win pesa na Senator. 😄 Choose your struggle! 🧐  #PaidPartnershipWithEabl #ShikishaFormNaSenator,"Oct 3, 2022 · 1:55 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Negative
19,https://twitter.com/Shaniqwa_karis/status/1576873503948537856#m,"#Ad Kuwa fan wa Man-u nikujitolea, nakuwa mtu wa keg ni kujiomokea #Shikishaformnasenator #Paidpartnershipwitheabl","Oct 3, 2022 · 9:55 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}",Positive
20,https://twitter.com/JoeKiusya1/status/1575763557463265281#m,#Ad #PaidPartnershipWithEabl Leo Furahiday tupatane base yako nikutolee form unapenda kujishikia Senator Keg pub Gani?  #ShikishaFormNaSenator Not for sell to under 18 yrs #DrinkBetterNotMore,"Sep 30, 2022 · 8:24 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
21,https://twitter.com/Shaniqwa_karis/status/1575441736767344640#m,#Ad Throw back to how they used to enjoy 🍻🍻 To now 😜😜☺️☺️ #paidpartnershipwitheabl #Shikishaformnasenator,"Sep 29, 2022 · 11:05 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Positive
22,https://twitter.com/hiranmugaisi/status/1575390709854658560#m,"#ad Ni rahisi kushiriki na tena ni rahisi kushinda. Nunua mugs mbili ya 500ml ya senator keg na upate scratch card. tuma code kwa 22110 ujishindie KSH2M, AIRTIME, HOME MAKEOVER #shikishaformnasenator #paidpartnershipwithEABL","Sep 29, 2022 · 7:43 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 4}",Neutral
23,https://twitter.com/Shaniqwa_karis/status/1575381513381838853#m,#Ad Uko private ukicheza but public ukishinda? HOW? 😂😂 #Shikishaformnasenator #Paidpartnershipwitheabl,"Sep 29, 2022 · 7:06 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
24,https://twitter.com/Shaniqwa_karis/status/1575133614748143618#m,#Ad Usiseme watu hawashindi niwewe hunaa Bahati 🤣🤣🤣 #Paidpartnershipwitheabl #Shikishaformnasenator,"Sep 28, 2022 · 2:41 PM UTC","{'comments': 2, 'retweets': 2, 'quotes': 0, 'likes': 5}",Neutral
25,https://twitter.com/JoeKiusya1/status/1574757192569393153#m,"#Ad #PaidPartnershipWithEabl  Tunagonga Glass huku tukishinda Pesa , Ukijishikia Senator Keg unapata fursa ya Kushinda 2M ,Mattress,Vitanda,Gas, Airtime, Shopping Voucher...jishikie Mugs 2 za 500Ml.  #shikishaformnasenator  Not for sell to person under 18 years Drink responsibly.","Sep 27, 2022 · 1:45 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
26,https://twitter.com/hiranmugaisi/status/1574701074162028545#m,"#ad Shindano la Shikisha Form na Senator bado inaendelea. Kushiriki, Nunua Magi mbili ya 500ml ya senator Keg alafu itisha scratch card. tuma code kwa 22110 alafu tegea kushinda : Home Makeover, airtime, shopping na Ksh 2M   #shikishaformnasenator #ad #PaidPartnershipWithEABL","Sep 27, 2022 · 10:02 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 4}",Neutral
27,https://twitter.com/Shaniqwa_karis/status/1574693359544934401#m,#Ad Hakuna mtu hufurahi kama mtu mweusi kutokea kwa picha akiwa mweupe☺️☺️☺️🤗🤗🤗😂😂😂 #paidpartnershipwitheabl #shikishaformnasenator,"Sep 27, 2022 · 9:32 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
28,https://twitter.com/Shaniqwa_karis/status/1574692337053499393#m,#Ad Dawa ya baridi ni kazi sio Kahawa ama niniii🤗😂😂😂   #shikishaformnasenator #ad #paidpartnershipwitheabl #drinklessdrinkbetter,"Sep 27, 2022 · 9:28 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 3}",Neutral
29,https://twitter.com/Shaniqwa_karis/status/1574691315215843328#m,"#Ad Wachana kwanza na my kitambi😂, see our winner of Home make over of 50k Bed mattress meko TV #AD #paidpartnershipwitheabl #shikishaformnasenator #drinklessdrinkbetter","Sep 27, 2022 · 9:24 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Positive
30,https://twitter.com/Shaniqwa_karis/status/1573941058546925569#m,#Ad Kiulizo tu gani kati ya hawa wawili black or regular??  #paidpartnershipwitheabl #Shikishaformnasenator,"Sep 25, 2022 · 7:42 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 1, 'likes': 5}",Neutral
31,https://twitter.com/hiranmugaisi/status/1573235322640629760#m,"Shindano la #shikishaformnasenator inaendelea na unauwezo wa kujishindia zawadi kibao. Nunua Magi mbili tu ya 500ml na uitishe scratch card na utume code kwa 22110 #ad . Kuna shilingi milioni 10 ya kushindaniwa, home makeover, airtime na Shopping. #PaidPartnershipWithEABL","Sep 23, 2022 · 8:58 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 4}",Neutral
32,https://twitter.com/Shaniqwa_karis/status/1572926867631665154#m,#Ad Mbona ukazane na menu na drink ndo hii hapa?😄  Burudika na Senator kila wakati!🍻 #PaidPartnershipWithEABL #ShikishaFormNaSenator,"Sep 22, 2022 · 12:32 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
33,https://twitter.com/hiranmugaisi/status/1572494476987478017#m,"Unakunywa mugs mbili tu ya 500ml na unabaki na ushuhuda. Ask for a scratch card, send the code to 22110 then stand a chance to win Home Makeover, airtime, shopping and also ksh 2M .#Shikishaformnasenator #paidpartnershipwithEABL #AD","Sep 21, 2022 · 7:54 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
34,https://twitter.com/JoeKiusya1/status/1572254888473624578#m,"#Ad #PaidPartnertshipWithEabl Saa hii nikakupa 2M unaweza fanya nayo Nini??   Wacha nikuchanue vile unaweza pata hii 2M,Ingia base Jishikie SENATOR Mugs 2 za 500 ml. Kuna scratchCard utapewa alafu hio code tuma kwa 22110 ushinde mihela  #ShikishaFormNaSenator #DrinkBetterNotMore","Sep 20, 2022 · 4:02 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
35,https://twitter.com/JoeKiusya1/status/1571467446229340161#m,#Ad #PaidPartnershipWithEABL #ShikishaFormNaSenator  Jishikie SENATOR Mugs 2 Ushinde  #DrinkBetterNotMore,"Sep 18, 2022 · 11:53 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
36,https://twitter.com/Shaniqwa_karis/status/1570786369576009728#m,#Ad Haka kamukutano huwa very important before kazi ianze #PaidpartnershipwithEabk #Shikishaformnasenator,"Sep 16, 2022 · 2:47 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Positive
37,https://twitter.com/Shaniqwa_karis/status/1570785809271525376#m,#Ad Pia sisi tulicheza kisisi😂😂😂 #PaidPartnershipWithEABL #Shikishaformnasenator,"Sep 16, 2022 · 2:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
38,https://twitter.com/anitasanturi/status/1570123839904022529#m,#AD  Form ndio hii na niya kushinda zawadi kibao ndani ya #shikishaformnasenator #drinkbetternotmore....,"Sep 14, 2022 · 6:54 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 7}",Neutral
39,https://twitter.com/hiranmugaisi/status/1570059510194094082#m,"#Ad Pewa yako mbili ya 500ml alafu itisha Scratch Card. Kwaruza then tuma code kwa 22110 alafu tengea Zawadi. Home makeover, airtime, Shopping na ksh 2M . #shikishaformnasenator #PaidPartnershipWithEABL","Sep 14, 2022 · 2:38 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
40,https://twitter.com/Shaniqwa_karis/status/1570022114467450882#m,#Ad Ama nuchukue tu Advance ya MALIPO NI HAPA DUNIANI 😂 #PaidPartnershipWithEABL #Shikishaformnasenator,"Sep 14, 2022 · 12:10 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
41,https://twitter.com/hiranmugaisi/status/1569320942655995910#m,"Unashikisha Keg yako mug 2 ya 500ml then unapata scratch card. Tuma Code kwa 22110 ujishindie airtime, Ksh 2M, home makeover and shopping. #shikishaformnasenator #paidpartnershipwitheabl #AD","Sep 12, 2022 · 1:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
42,https://twitter.com/JoeKiusya1/status/1567869615543287818#m,#PaidPartnershipWithEabl #shikishaformnasenator #Ad Vipi Jeshiii Geoffrey Mbugua aliwin Kwa Hisani ya SHIKISHA FORM NA SENATOR. Kumbuka Kuna 2 millions to be won  Jishikie SENATOR Regular ama Dark Black. #drinkbetternotmore  Not For sell to person under the age of 18 years.,"Sep 8, 2022 · 1:37 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}",Positive
43,https://twitter.com/anitasanturi/status/1567621179694882816#m,#PaidPartnershipWithEABL #shikishaformnasenator  Watu wangu wa kayole ... Kua kama Chris ushinde ...  Itisha mags mbili za senator keg 500ml scratch hio Kadi kisha tuma Kwa 22110 uone magic 🥰🥰🥰,"Sep 7, 2022 · 9:09 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}",Neutral
44,https://twitter.com/hiranmugaisi/status/1567451837355130880#m,"#shikishaformnasenator promotion is ongoing. Ksh 10M to be won during the Grand Draw. Airtime, shopping and Home makeover just for you. #ad 2 mugs of 500ml of Senator Keg then ask for a scratch card and send code to 22110. #PaidPartnershipWithEABL","Sep 7, 2022 · 9:56 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 2}",Positive
45,https://twitter.com/hiranmugaisi/status/1567125028591869953#m,Habari njema ya mshindi. Mugs mbili 2 ya 500ml ya Senator Keg inakufanya unapambiwa nyumba. HOME MAKEOVER . #ShikishaFormNaSenator #Ad #paidpartnershipwithEABL,"Sep 6, 2022 · 12:18 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 1}",Neutral
46,https://twitter.com/JoeKiusya1/status/1567033079956492288#m,"#PaidPartnershipWithEabl #ShikishaFormNaSenator Usipewe stress na vitu hazikuhusu toklezea baze jishikie Senator yako ushindie Ma itals wanazidi kushinda Tv,Gas,Mattress,vitanda na vingine vingi Jishikie SENATOR Mugs 2 500ml Ushindie #DrinkBetterNotMore Not for sell to Under 18yr","Sep 6, 2022 · 6:12 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
47,https://twitter.com/hiranmugaisi/status/1566701595114541056#m,"Winning with only 2 mugs of 500ml of Senator Keg is guaranteed. Ask for a scratch card, send the code to 22110 and stand a chance of getting ksh. 2M, Shopping, airtime and home make over. #shikishaformnasenator #ad #paidpartnershipwitheabl","Sep 5, 2022 · 8:15 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
48,https://twitter.com/hiranmugaisi/status/1565954545922019329#m,"Mbona unyimwe ushindi wako kama unastahili? Only 2 mugs of 500ml ya Senator Keg, unapewa scratch card then unatuma code kwa 22110 to win. Ksh 2M, Home Makeover , Shopping and Airtime just for you. #ShikishaFormNaSenator #ad #PaidPartnershipWithEABL","Sep 3, 2022 · 6:47 AM UTC","{'comments': 1, 'retweets': 3, 'quotes': 1, 'likes': 1}",Positive
49,https://twitter.com/anitasanturi/status/1565834380429475843#m,#shikishaformnasenator #PaidPartnershipWithEABL #teammilele,"Sep 2, 2022 · 10:49 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 10}",Neutral
50,https://twitter.com/hiranmugaisi/status/1565392581621698560#m,"Tunakuja kwa mpigo na Habari njema kutoka #ShikishaFormNaSenator  Mugs 2 za 500ml inakupa chance ya kuwa mshindi. Ksh 2M , Shopping, Home Makeover, Airtime/credo. Itisha card, sugua code then tuma kwa 22110. Kunywa kistaarabu  #PaidPartnershipWithEABL #Ad","Sep 1, 2022 · 5:34 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Positive
51,https://twitter.com/JoeKiusya1/status/1565305857553956864#m,"#PaidPartnetshipWithEabl #ShikishaFormNaSenator   kuburudika ni kupata Mautamu zaidi shinda Mattress,Tv, Cooking gas,Airtime,Shopping Voucher na 2Millions Kwa hisani ya SHIKISHA FORM NA SENATOR Itisha Mugs2 za senator 500ml hapo base yako ya Ma-Jugla Not for sell to under 18 yrs","Sep 1, 2022 · 11:49 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Neutral
52,https://twitter.com/JoeKiusya1/status/1564552287233744897#m,"#PaidPartnershipWithEabl #ShikishaFormNaSenator  Najua Mambo ni mengi na masaa ni machache ,lakini ukijiburudisha na SENATOR masaa Inasonga Fiti zaidi huku ukijishindia Mamilioni ya pesa ..   Not for sell to person under the age of 18yrs","Aug 30, 2022 · 9:55 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 1, 'likes': 2}",Neutral
53,https://twitter.com/hiranmugaisi/status/1564307759818067969#m,"Mugs Mbili tu ya 500ml inakupa scratch card ya entry Moja. Usitume entry mbili kwa siku utafungiwa nje. Kunywa Keg yako kistaarab.   Tuma code kwa 22110, Win KSH 2M, Shopping, Airtime, Home makeover   #paidpartnershipwitheabl #AD #shikishaformnasenator","Aug 29, 2022 · 5:43 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 1}",Positive
54,https://twitter.com/Shaniqwa_karis/status/1563895355124727809#m,Nasikia fiti sijui nininii 🤣🤣🍻🍻 #PaidPartnershipWithEABL #Shikishaformnasenator #Ad #drinkresponsibly,"Aug 28, 2022 · 2:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
55,https://twitter.com/JoeKiusya1/status/1563495482717904897#m,"#PaidPartnershipWithEabl #ShikishaFormNaSenator #Ad Ni Ka Sato watu wangu tupatane base wapi tujishikie SENATOR? Unaweza jishindia Mamilioni ya pesa,Shopping Voucher na Airtime,jishikie Mugs2 tu za SENATOR za 500ml utapewa ScratchCard tuma code Kwa 22110   Not for under 18yrs.","Aug 27, 2022 · 11:55 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
56,https://twitter.com/hiranmugaisi/status/1563151256813613058#m,"Unakunywa 2 mugs ya 500ml ya Senator Keg iwe Dark Exra au Larger then itisha scratch card. Tume code kwa 22110 then unaingia kwa grand draw. Unauwezo wa kushinda home makeover, airtime , shopping na KSH 2M  .  #shikishaformnasenator #ad #PaidPartnershipWithEABL","Aug 26, 2022 · 1:07 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 2}",Positive
57,https://twitter.com/hiranmugaisi/status/1562752655591903239#m,"BIA SAFI, BEI POA SHIKISHA FORM NA SENATOR USHINDE RELOADED Shikisha mugs mbili tu za 500Ml then itisha Scratch card, tuma code kwa 22110 na upate kushinda!  #ad #paidpartnerhipwitheabl #shikishaformnasenator","Aug 25, 2022 · 10:44 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 5}",Neutral
58,https://twitter.com/anitasanturi/status/1562401209675354114#m,#PaidPartnershipWithEABL #drinkbetternotmore #senatorkeg #shikishaformnasenator   Send code to 22110,"Aug 24, 2022 · 11:27 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 5}",Neutral
59,https://twitter.com/Shaniqwa_karis/status/1562371584475668480#m,"Master wa Ma Jugla 🍻🍻😜😜 #PaidPartnershipWithEABL  Shikisha form na senator ushinde RELOADED, You can win 2M, where 1M is yours the other ni ya community around you as charity 5Kenyans to win each 2M #AD #paidpartnershipwitheabl #shikishaformnasenator #drinklessdrinkbetter","Aug 24, 2022 · 9:29 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Positive
60,https://twitter.com/JoeKiusya1/status/1562363980974362624#m,#PaidPartnershipWithEabl #ShikishaFormNaSenator #DrintBetterNotMore Hako Kabaridi uingia fiti sana Ukiwa base ukiwa Umejishikia SENATOR yako hapo mtaa. Piga cheers 🥂 na Beshte   Not for sell to person under the age of 18yrs,"Aug 24, 2022 · 8:59 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
61,https://twitter.com/JoeKiusya1/status/1561673658082500611#m,"#PaidPartnershipWithEabl #ShikishaFormNaSenator #Ad Story ushika ukiwa na mabeshte pale base Mkishikisha form na Senator You can win 2M,Airtime,Home upgrade Ni rahisi Jishikie MUGS 2(500ml)  ScratchCard  22110 Alcohol is not for sell to person Under 18 yrs Drink Responsibly.","Aug 22, 2022 · 11:16 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
62,https://twitter.com/hiranmugaisi/status/1561032106477862915#m,"With only 2 mugs of Senator Keg you are in the winning team. Kuna airtimes worth millions, home make over and ksh 2M just for you and your community.  #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL","Aug 20, 2022 · 4:47 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 2}",Positive
63,https://twitter.com/hiranmugaisi/status/1560885062220107777#m,Plan ya Sato nikuhakikisha umeshikisha na Mabeshte. 2 Mugs ya 500ml ya Senator Keg inakupa through pass ya ushindi  #ShikishaFormNaSenator #AD #paidpartnershipwitheabl,"Aug 20, 2022 · 7:02 AM UTC","{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 5}",Neutral
64,https://twitter.com/hiranmugaisi/status/1560598262079422465#m,Do what makes your soul happy and choose it every day.   #ShikishaFormNaSenator #AD #paidpartnershipwitheabl https://www.instagram.com/p/ChcLyAvoFtB/?igshid=YTgzYjQ4ZTY=,"Aug 19, 2022 · 12:03 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 3}",Positive
65,https://twitter.com/hiranmugaisi/status/1560186755764178944#m,AIBU YA KUISHIWA AIRTIME BAADA YA KUITWA MHESHIMIWA  #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 18, 2022 · 8:48 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 5}",Neutral
66,https://twitter.com/JoeKiusya1/status/1559927494098165765#m,Saa hii Nikakupea 2 millions unaweza I budget aje mtu wangu??  Nunua Mugs(500ml) Mbili za SENATOR ile joint unayoipenda itisha ScratchCard alafu hio Code tuma kwa 22110 Ujishindie  Pombe sio ya Kuuziwa walio chini ya Miaka 18   #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 17, 2022 · 3:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
67,https://twitter.com/JoeKiusya1/status/1559837229593264129#m,Drink responsibly  #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL,"Aug 17, 2022 · 9:39 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
68,https://twitter.com/ronald_mayaka/status/1559832719508529153#m,Drink responsibly #ShikishaFormNaSenator #PaidPartnershipWithEABL,"Aug 17, 2022 · 9:21 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
69,https://twitter.com/Shaniqwa_karis/status/1559437351163772930#m,"Shikisha form na senator ushinde RELOADED, You stand a chance to win; Home make over Bed mattress meko TV 1500 shopping 🛒 2M, where 1M is yours the other ni ya community around you as charity 5Kenyans to win each 2M #AD #paidpartnershipwitheabl #shikishaformnasenator","Aug 16, 2022 · 7:10 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
70,https://twitter.com/JoeKiusya1/status/1558799058441043968#m,Masaa nikuchill nikiwatch Game na Mug yangu ya Senator   Yaani form ni SHIKISHA FORM NA SENATOR   #ShikishaFormNaSenator #AD #PaidPartnershipWithEABL #DrinkBetterNotMore,"Aug 14, 2022 · 12:53 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
71,https://twitter.com/anitasanturi/status/1558436650346217472#m,#ShikishaFormNaSenator #AD #PaidPartnershipWithEABL #drinkbetternotmore,"Aug 13, 2022 · 12:53 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 5}",Neutral
72,https://twitter.com/Shaniqwa_karis/status/1557979783170072578#m,"Shikisha form na senator ushinde RELOADED, You stand a chance to win; Home make over Bed mattress meko TV 1500 shopping 🛒 2M, where 1M is yours the other ni ya community around you as charity 5Kenyans to win each 2M #AD #paidpartnershipwitheabl #shikishaformnasenator","Aug 12, 2022 · 6:38 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 5}",Positive
